demo_id,t,timestamp,x,y,vx,vy,db_path
0,25,1620864061001103,664413.6134161815,3997304.48523774,0.00032638825756407314,-0.0002514920945011071,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,26,1620864061401212,664413.6134247064,3997304.485237257,0.0002184836358512905,-0.0005494321719228371,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,27,1620864061801091,664413.6134386658,3997304.4852087963,0.0002484158530033182,-0.00010892917343513012,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,28,1620864062200731,664413.6134741389,3997304.4851461477,0.00019240316306426015,3.62729014884159e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,29,1620864062600353,664413.613453282,3997304.485152283,-1.2529878628471e-05,-0.0005395587888299974,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,30,1620864063000046,664413.6134825391,3997304.485152503,0.00014023695308826336,-0.0006859083881789958,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,31,1620864063399761,664413.6134534677,3997304.4851425486,-0.00014233978828528165,-0.0006515609407125343,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,32,1620864063799692,664413.6134103996,3997304.485078887,0.00014803048171448512,-3.6135260596095977e-06,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,33,1620864064199783,664413.613403157,3997304.485060251,-0.0001692480777591213,-8.064208747878934e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,34,1620864064600010,664413.6134088059,3997304.4850419043,-0.00017979659319581975,-6.691359572584427e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,35,1620864065000266,664413.6134451269,3997304.485086538,-0.00033302273552322906,-0.00015415932916614452,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,36,1620864065400415,664413.6134416461,3997304.4850971876,-0.00032181034552281117,-7.258715425091453e-06,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,37,1620864065800501,664413.6134384961,3997304.4851058503,-0.00012933420111537473,-1.0859755397137263e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,38,1620864066200602,664413.6134104639,3997304.48512976,-0.00021765572785945053,-5.976936775124489e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,39,1620864066600702,664413.6134656795,3997304.4851558246,-3.383407420429832e-05,0.00011086402469957083,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,40,1620864067000808,664413.613489706,3997304.4852228723,-0.0002833747548051017,-0.0004761458155198296,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,41,1620864067400922,664413.6134953033,3997304.485184365,-0.0001843380795078061,-0.00042325870968976776,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,42,1620864067801023,664413.6134546476,3997304.4852592545,-0.00044483322301768245,-0.00036426786616238643,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,43,1620864068201105,664413.6134381884,3997304.485248996,-0.00012221766015439313,-0.0004249210256000899,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,44,1620864068601256,664413.6134052775,3997304.485209711,0.00014669693199207955,-0.00029692882616409695,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,45,1620864069001435,664413.6134445546,3997304.485247619,0.00020264647391506126,-0.00043559977337353416,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,46,1620864069401486,664413.6134372994,3997304.4852582407,-0.00019433743805796305,-0.0005798511697925063,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,47,1620864069801305,664413.6134257738,3997304.4852175703,8.250744690194717e-05,-0.0005544544837866764,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,48,1620864070200927,664413.6134596607,3997304.485183945,-4.5986900920774347e-05,-0.0002837852813939571,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,49,1620864070600426,664413.6134527047,3997304.4852077914,-0.00011808382250830306,-0.0005306861910671772,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,50,1620864071000033,664413.6134397513,3997304.48519838,0.00028449511620549196,-0.00034372455483972864,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,51,1620864071399728,664413.6134922615,3997304.4851900716,8.338810917514596e-05,0.00019404801928991292,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,52,1620864071799650,664413.6134518553,3997304.485230836,-0.00024542364850241647,-0.00036240126453269554,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,53,1620864072199725,664413.6134057224,3997304.4852379337,0.0003816517247920157,-0.0006556337555744174,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,54,1620864072599865,664413.6134157687,3997304.485254134,9.30109985634066e-05,-0.0007859290317757882,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,55,1620864073000019,664413.6134847682,3997304.485213253,-0.00017948566574218868,-0.0004569143964052354,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,56,1620864073400203,664413.6134772061,3997304.4852320887,-0.00019087612480410854,-0.0001269813794096302,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,57,1620864073800331,664413.6134769822,3997304.485177705,-1.9355395903235112e-05,-0.0007249427292905107,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,58,1620864074200421,664413.613412264,3997304.485146043,-0.0002451198602130962,-0.001003620263010946,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,59,1620864074600580,664413.6133606934,3997304.485144673,0.00040845414386677135,-0.0005341599010440945,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,60,1620864075000804,664413.6133387905,3997304.485189356,0.00021144536967888605,0.000273404531766108,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,61,1620864075400924,664413.6133380401,3997304.4851664677,0.00017658133252585162,-8.183301721478555e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,62,1620864075800989,664413.6133317595,3997304.485182962,0.00015023394897987732,-0.0007579446213651105,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,63,1620864076201081,664413.6133890847,3997304.4851710945,0.0005256064790327309,-0.0006566620133601881,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,64,1620864076601264,664413.6134423014,3997304.485229872,0.00022538945446452845,0.00037674937969260614,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,65,1620864077001438,664413.6134217604,3997304.4851619536,0.00022473680865159253,5.94942257474709e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,66,1620864077401516,664413.6134343517,3997304.4852173193,0.0003337704414193056,-0.00019356046996521956,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,67,1620864077801347,664413.6134500727,3997304.485145869,0.0002632927167211675,-0.0008144927344827993,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,68,1620864078201049,664413.6134539228,3997304.485147131,0.0002580718588883813,-0.000787208800069992,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,69,1620864078600672,664413.6134277825,3997304.4851458906,-7.548338330135402e-06,-0.0007712076051215789,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,70,1620864079000287,664413.6134546313,3997304.4851787975,0.00025886067044854767,2.2480353322206658e-07,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,71,1620864079399996,664413.6134439217,3997304.4851970603,-9.022690052421246e-05,0.00011630352721932657,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,72,1620864079799952,664413.613453535,3997304.4852359435,0.0002728748537252955,-0.00024459188604494613,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,73,1620864080200105,664413.6134552453,3997304.4851942,-0.00014355707816974603,-0.000504681156245318,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,74,1620864080600280,664413.6134033098,3997304.4851887743,-2.6545837043025097e-05,-0.0003661098259825233,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,75,1620864081000443,664413.6134481867,3997304.485165179,-0.00016362330372820326,-0.00022722031970464225,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,76,1620864081400580,664413.6135129846,3997304.485227026,-0.00018507531359183014,-0.0002753242709483055,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,77,1620864081800702,664413.6134877076,3997304.4852544526,-0.0005080850854688963,-0.00044267730926691155,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,78,1620864082200860,664413.6134193152,3997304.4852110227,-0.0003547199990352745,-0.00022398254658893054,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,79,1620864082601002,664413.6134463927,3997304.48526057,-0.0006005918518754462,-0.00016377340309260192,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,80,1620864083001132,664413.6134168664,3997304.4853068315,-0.00048451643655439153,-0.0005918088902984037,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,81,1620864083401130,664413.6133859758,3997304.485304607,-0.00012405714110029663,-0.0006484507778767091,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,82,1620864083800927,664413.6133825869,3997304.4853124884,-0.00014942867341981108,-0.00036114163127112217,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,83,1620864084200739,664413.6133985806,3997304.485314079,-0.0008794572882016219,-0.00015024296293976525,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,84,1620864084600596,664413.6133904222,3997304.4852574714,4.700033938844304e-05,3.326165548934655e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,85,1620864085000501,664413.6134566765,3997304.4852371956,-0.0003165717529474249,-0.0002644701439895472,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,86,1620864085400521,664413.6134921672,3997304.4852037975,-0.00017798007691647517,-0.00021486460576621575,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,87,1620864085800618,664413.6134826281,3997304.485170215,-0.0003453644298392574,-0.00048417504852284426,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,88,1620864086200793,664413.6134438084,3997304.485151127,-0.0003881711001734121,-0.0001982748240297731,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,89,1620864086600900,664413.6134124681,3997304.4851672263,2.8864709552044392e-05,-7.985509434595748e-05,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,90,1620864087001010,664413.6134296587,3997304.485160884,8.775210308488513e-05,-0.00011835487912937951,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,91,1620864087401087,664413.6133986248,3997304.485189158,-5.013107651557693e-05,-0.0003137916501908903,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,92,1620864087801036,664413.613406951,3997304.4851541296,-4.145343633580869e-05,-0.0005541463444550904,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,93,1620864088200817,664413.6133913868,3997304.485171608,0.00012318093615126458,-0.0005362880555024558,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,94,1620864088600680,664413.6133426834,3997304.485230644,-4.42989162724283e-05,-0.000336292992916844,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,95,1620864089000608,664413.6134003487,3997304.4851996414,-0.00043856806811363276,9.651811599117264e-06,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,96,1620864089400518,664413.6183075643,3997304.483505291,0.03575362504233543,-0.0006188142650920046,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,97,1620864089800625,664413.6406228611,3997304.476006613,0.15450700716702556,-0.00381430079832726,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,98,1620864090200856,664413.7928758591,3997304.426327131,0.606311235303363,-0.00870447112621092,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,99,1620864090601094,664414.1682246964,3997304.311467711,1.1944800313039012,0.00597848434154458,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,100,1620864091001323,664414.7876682864,3997304.115476115,1.8547600436852012,-0.0014711528475527473,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,101,1620864091401393,664415.6304884116,3997303.839553859,2.44821084944407,-0.02073206297138337,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,102,1620864091801179,664416.6920099099,3997303.489280491,3.031405612641448,-0.060235883381625124,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,103,1620864092200787,664417.9846018148,3997303.0894266376,3.6463776250244653,-0.027934962415730596,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,104,1620864092600344,664419.5316112731,3997302.6499357573,4.244103512308733,-0.10054694005113618,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,105,1620864092999965,664421.3126686078,3997302.194525132,4.789940267334156,-0.14337238988595286,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,106,1620864093399615,664423.301860716,3997301.7570148623,5.276945439898647,-0.12149367605072808,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,107,1620864093799595,664425.511119944,3997301.3782385862,5.720353502990646,-0.13507257661325714,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,108,1620864094199704,664427.9061536231,3997301.090755612,6.129939805559241,-0.15050007947556987,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,109,1620864094599851,664430.4072331982,3997300.9731929735,6.4091495944833135,-0.19451627862344162,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,110,1620864095000048,664433.0012195008,3997301.081763087,6.633088109128824,-0.16457463078377074,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,111,1620864095400253,664435.6605829303,3997301.4095944,6.862789940053321,-0.15993444448137095,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
0,112,1620864095800357,664438.3210559915,3997301.968751782,6.790491678082333,-0.13495860169919813,data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db
1,0,1626469154501553,664471.3292545554,3997262.7266692496,0.00027568276099798535,-0.0006865749839149881,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,1,1626469154901280,664471.3292340615,3997262.7266191384,0.00022838555447406088,-0.000832525890784743,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,2,1626469155300895,664471.3292441312,3997262.726607954,0.0005863964807937811,-0.001376180299582615,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,3,1626469155700514,664471.3292395003,3997262.7266582074,0.0008667080275940951,-0.0014509146445892838,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,4,1626469156100186,664471.3291369571,3997262.7266462375,0.001128163039227551,-0.0008771686050580595,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,5,1626469156500031,664471.3291352015,3997262.7266752752,0.0006023297343119581,-0.00045596564020517285,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,6,1626469156900007,664471.329222771,3997262.7266254798,0.0005807450025956054,-0.0004555796432683672,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,7,1626469157300171,664471.3292551937,3997262.7265441422,0.00067510196754596,-0.0012523221632638327,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,8,1626469157700375,664471.3292202093,3997262.726530817,0.00010591023502951029,-0.0007423168596991888,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,9,1626469158100573,664471.3292136801,3997262.726505076,-0.00018713876886083085,-0.0008791158150101196,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,10,1626469158500735,664471.3292098793,3997262.726533512,5.734694085408123e-05,-0.0015858687845827842,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,11,1626469158900812,664471.3292378556,3997262.72656588,9.603980354971666e-06,-0.0008760773918099261,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,12,1626469159300960,664471.3292119493,3997262.7265322967,0.0006730863260296129,-0.0016928331926496145,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,13,1626469159701032,664471.3291850259,3997262.7265743883,0.0007221955247918107,-0.0005233584828448727,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,14,1626469160101072,664471.3291895222,3997262.726633543,0.0010773905781029504,-0.0004067101256895422,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,15,1626469160501143,664471.3292107602,3997262.7265763767,0.00021235736369258257,-0.0008806606808521283,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,16,1626469160901294,664471.3291995903,3997262.72654947,-0.0001024727873847738,-0.0011987672636104038,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,17,1626469161301351,664471.3292237647,3997262.726490948,0.0004982401394006104,-0.0018049710641780926,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,18,1626469161701290,664471.3292356301,3997262.7265163236,-6.963667823618387e-05,-0.000532490237266499,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,19,1626469162101179,664471.3292830252,3997262.7265843847,0.00013616033681268494,-2.399352013721154e-05,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,20,1626469162501056,664471.3292990414,3997262.726607548,0.0005565229745291854,-0.0010047230898247914,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,21,1626469162900993,664471.3292896204,3997262.726607499,0.00033785858209674116,-0.0011504182042946938,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,22,1626469163300978,664471.3292032586,3997262.726578103,-8.122713805498255e-05,-0.0003009750606205651,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,23,1626469163701055,664471.3291858587,3997262.7266051644,-0.00041673807440005095,-0.000852046489623652,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,24,1626469164101140,664471.3292062148,3997262.726673044,-0.0011143541573342321,-0.001230986107682738,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,25,1626469164501195,664471.3292171921,3997262.726658455,-0.0008272630942784473,-0.000944206745637252,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,26,1626469164901172,664471.3292218669,3997262.726696489,4.4956230093537276e-05,-0.00023077034654803543,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,27,1626469165301075,664471.3292666733,3997262.7266995385,0.0007859123644965525,-0.000507883581728889,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,28,1626469165701069,664471.3291919173,3997262.726658509,0.0005618578925997364,-0.0010897738684741034,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,29,1626469166101000,664471.3291520044,3997262.726571022,0.0007201057793810419,-0.0013750933462796204,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,30,1626469166500858,664471.3292246591,3997262.726607292,0.00043661964340354156,-0.0012823708245752873,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,31,1626469166900913,664471.3292056022,3997262.726577336,0.0005126314799340419,-0.0009419527178471616,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,32,1626469167301040,664471.3292620943,3997262.726588865,0.0005045399316495019,-0.0008821482065531261,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,33,1626469167701166,664471.3293018014,3997262.726582359,0.0006692381124147565,-0.0007810906517642975,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,34,1626469168101329,664471.3292795917,3997262.726586364,0.00039879222426374074,-0.000702530280547367,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,35,1626469168501413,664471.3292619155,3997262.7265365953,0.0007440169273231771,-0.0008895158918773322,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,36,1626469168901192,664471.3292783931,3997262.7266093907,0.0006338128739105617,-0.000866516056447867,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,37,1626469169300740,664471.3293079287,3997262.726650925,0.0007256912359455531,-0.0004939331625998779,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,38,1626469169700309,664471.3293112477,3997262.7266243165,0.00012978583955951397,-0.0005819200000140262,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,39,1626469170099904,664471.3292616464,3997262.726650174,0.0001997342571114523,-0.0011456340450844934,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,40,1626469170499729,664471.3292150124,3997262.7266257564,0.00015812720688779987,-0.0012587490251634171,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,41,1626469170899695,664471.3292413192,3997262.7265343238,0.00036746549213547043,-0.001061613960452396,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,42,1626469171299828,664471.3292699158,3997262.726464429,0.000253395607242924,-0.0006880488515551277,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,43,1626469171699976,664471.329365057,3997262.7263992094,0.0008360725548356173,-0.0009671027736729339,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,44,1626469172100176,664471.3293099038,3997262.726485408,0.0010755000058900268,-0.0012715570956647344,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,45,1626469172500348,664471.3292547532,3997262.7265436756,-0.0001445827024921869,-0.0006197662021888192,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,46,1626469172900327,664471.3292478519,3997262.7265567337,-0.00021693338035839893,-0.0007222941796539983,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,47,1626469173300388,664471.329222395,3997262.7265901174,0.0004514345005564898,-0.00133003337544195,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,48,1626469173700502,664471.329184514,3997262.726591694,0.0004614129937814229,-0.000622653600509042,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,49,1626469174100602,664471.3291791934,3997262.7265476603,0.0001405499377722453,-0.0007030537757839552,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
1,50,1626469174500698,664471.3291852965,3997262.7265638746,0.0006266439600289579,-0.001269736985318668,data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db
