db_path,start,end,score,center_x,center_y,min_x,max_x,min_y,max_y
data/data/cache/mini/2021.07.16.18.19.22_veh-35_00440_00858.db,300,1200,620.0294464172333,664480.9027278785,3996643.938638432,664480.8632290831,664481.4131711277,3996613.352435266,3996645.797487549
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,5100,6000,619.805697344476,664733.5349529707,3999426.0926401564,664669.4890402803,664748.0092288073,3999296.2763921735,3999455.0465926803
data/data/cache/mini/2021.06.14.18.42.45_veh-12_03445_03902.db,600,1500,616.0665194564491,664481.176972201,3996682.063452109,664480.8078216391,664481.9240609976,3996657.0706007187,3996825.042531853
data/data/cache/mini/2021.07.16.20.45.29_veh-35_00600_01084.db,300,1200,615.5114153119507,664471.4443766894,3997257.63221482,664471.3291134337,664472.6103756796,3997210.2350949096,3997262.7842444275
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,2400,3300,611.2659885065892,664458.7166074975,3998136.178359192,664458.536444393,664458.7565491999,3998117.4474750287,3998138.8750151456
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,3600,4500,610.7001057863721,664759.360051691,3999476.2869384456,664754.0116700083,664798.514978864,3999465.7979843784,3999552.618482519
data/data/cache/mini/2021.05.12.22.28.35_veh-35_00620_01164.db,900,1800,608.6897327854726,664757.2022950503,3999472.3742964356,664754.3051203031,664785.1160942226,3999466.637765369,3999527.038701287
data/data/cache/mini/2021.07.16.18.06.21_veh-38_03231_03712.db,2100,3000,607.6600386836906,664480.8102409567,3996690.8347075386,664480.0707389534,664482.0528064468,3996654.6038705646,3996861.111161812
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,3300,4200,605.0970310190639,664880.0235250528,3999648.1585900555,664805.7134294368,664899.646687534,3999567.507606463,3999665.6103893607
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,7500,8400,604.8720714937184,664373.5628297736,3997318.7447885643,664340.7795787517,664376.7369124823,3997317.6383623644,3997329.7455138597
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,5700,6600,602.964689708431,664471.5226613859,3997260.852150027,664469.5834840371,664471.9818146868,3997243.7039760984,3997342.9540375993
data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,5700,6600,602.0609658983855,664431.0468207033,3997319.520466002,664413.6133167733,664467.102850448,3997300.9731929735,3997416.3521568542
data/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,8100,9000,599.3185542487637,664868.299334572,3999625.4021045347,664857.4551157277,664869.4480029136,3999604.128776791,3999627.6329265516
data/data/cache/mini/2021.06.07.12.54.00_veh-35_01843_02314.db,7200,8100,598.6875672150748,664469.750602065,3998744.5903713168,664466.8776784331,664485.3024319982,3998730.4455222306,3998817.508803088
data/data/cache/mini/2021.05.25.14.16.10_veh-35_01690_02183.db,7800,8700,593.4552291371339,664428.3138272897,3998521.2622218532,664426.9127319562,664429.7687223435,3998382.015326883,3998550.1034502476
data/data/cache/mini/2021.07.24.23.50.16_veh-17_01696_02071.db,5400,6300,593.247086838291,664432.8578165878,3998241.6614424866,664432.4395382302,664433.6562463195,3998121.30371839,3998261.675986068
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04978_05337.db,3000,3900,592.0012581593559,664481.6273347421,3996618.022374924,664480.9360562515,664481.9064855982,3996598.058756506,3996731.8046608274
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,1500,2400,588.1340385098599,664918.3765200544,3999650.116226701,664908.7077979445,664974.7087740141,3999638.13202922,3999652.126408799
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,3000,3900,586.6780146640692,664481.3135313048,3996654.46665372,664480.7490322617,664482.026581008,3996628.5224288027,3996758.467173567
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04933_05307.db,3900,4800,583.3701137554168,664462.5661751424,3997868.476335712,664435.4727106704,664480.1211300016,3997849.336826462,3997877.1548572103
data/data/cache/mini/2021.07.24.23.50.16_veh-17_01696_02071.db,1500,2400,583.006716098473,664434.2973118803,3998650.1710437224,664434.0366200947,664437.4393913285,3998647.4164229417,3998680.6337249908
data/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,2100,3000,579.161467214967,664428.3218566177,3997878.275850107,664425.4401739672,664428.9311976774,3997737.5365932304,3997914.131239652
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,5100,6000,577.9190980448725,664738.1287435866,3999380.02461483,664713.142013098,664740.9166536687,3999330.1973470747,3999385.487379401
data/data/cache/mini/2021.06.07.18.53.26_veh-26_00005_00427.db,5700,6600,577.2932369265924,664229.6768561382,3996248.789111338,664219.3799300086,664252.2309310117,3996242.2996646855,3996268.9903079555
data/data/cache/mini/2021.06.23.15.56.12_veh-16_00839_01285.db,6900,7800,574.201297502557,664725.0598054,3999354.0556274657,664692.490746094,664728.9247126124,3999289.76955477,3999361.646117095
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04933_05307.db,2400,3300,573.5738545119088,664486.5270130346,3997877.3452439993,664480.0369372935,664535.072176356,3997877.153604839,3997881.776349614
data/data/cache/mini/2021.07.24.23.50.16_veh-17_01696_02071.db,1800,2700,572.405958956994,664433.4242248277,3998639.9184392607,664429.6094980299,664434.0500321583,3998586.0607576827,3998647.562360277
data/data/cache/mini/2021.06.09.17.37.09_veh-12_00404_00864.db,300,1200,570.1934630387145,664485.810407957,3997877.245975256,664479.6064735665,664530.7414978151,3997877.09674426,3997879.1749193463
data/data/cache/mini/2021.06.09.17.23.18_veh-38_00773_01140.db,5400,6300,557.4044453438447,664444.2819269004,3996305.703179691,664420.8360125404,664485.9143133046,3996284.8974817325,3996434.9308440625
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,0,900,555.8137192791678,664847.1132021812,3999671.878148849,664839.6772512377,664896.9375764228,3999644.593280896,3999675.879863181
data/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,7200,8100,555.5571779494514,664470.1413798066,3997477.170813888,664468.816480602,664470.3278989563,3997468.237035694,3997547.3914991315
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,4200,5100,553.5231511192924,664450.0025679132,3996300.110339673,664434.9526854435,664486.8093710133,3996286.327076505,3996405.1854973757
data/data/cache/mini/2021.06.09.17.37.09_veh-12_00404_00864.db,2100,3000,552.779391238022,664461.2722085317,3997868.385144011,664430.5126514796,664479.6067643844,3997844.1969230166,3997877.0969944643
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,600,1500,551.5314377686522,664430.2948693198,3998597.351737872,664429.8851835678,664433.7496132993,3998590.90997061,3998645.7439208953
data/data/cache/mini/2021.06.08.14.35.24_veh-26_02555_03004.db,6900,7800,551.0108371103053,664466.2239362292,3997495.0867081485,664465.9638079513,664467.8956701496,3997415.2357920143,3997506.4118747977
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,1200,2100,547.4625364972,664429.0812796886,3998558.1712187985,664426.6651030909,664429.8997419251,3998422.7321016314,3998590.951364155
data/data/cache/mini/2021.05.25.14.16.10_veh-35_01690_02183.db,6600,7500,544.6977594565813,664428.9859727103,3998561.686963955,664428.503031639,664433.7196001442,3998550.0254644076,3998644.1355798994
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,7500,8400,544.0945943815301,664467.5322786511,3998736.0462234984,664466.1160263686,664478.0033401878,3998729.0251053795,3998786.5382921984
data/data/cache/mini/2021.07.09.17.06.37_veh-35_00258_00748.db,8100,9000,541.1719468943883,664585.0227050924,3997898.5016107582,664551.3313162848,664591.8374685992,3997896.6331267776,3997903.447918291
data/data/cache/mini/2021.07.24.23.50.16_veh-17_01696_02071.db,3600,4500,538.176227160977,664432.5446842578,3998266.0524303108,664431.4430367864,664432.6522560412,3998261.6327108187,3998312.3902594377
data/data/cache/mini/2021.06.14.18.33.41_veh-35_03901_04264.db,5100,6000,538.1300860526042,664416.0749743079,3996292.144792161,664385.7905762987,664486.8835998111,3996282.3068426787,3996371.843474437
data/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,5400,6300,536.728292813972,664480.7167001108,3996650.7955255574,664480.5354962585,664482.1953313586,3996589.718248575,3996656.2849874524
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,6000,6900,536.3747414551115,664764.6437658957,3999430.289516185,664740.8863004068,664838.6447726509,3999385.4420837625,3999568.155422081
data/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,900,1800,536.2180686942492,664450.8701461392,3998467.0811036164,664450.5617389458,664452.7407609356,3998395.238944067,3998477.4263653983
data/data/cache/mini/2021.06.23.15.56.12_veh-16_00839_01285.db,2700,3600,535.6686402687183,664451.4079678026,3998453.0360494866,664451.257487359,664452.4970426427,3998403.4754682765,3998458.7543744207
data/data/cache/mini/2021.06.09.17.23.18_veh-38_02526_03027.db,8700,9600,533.7432395084878,664197.0585715948,3996282.4147021994,664177.5505416231,664218.2538021752,3996266.045472457,3996283.7737275236
data/data/cache/mini/2021.06.08.16.31.33_veh-38_01589_02072.db,300,1200,530.0833859656107,664505.018140236,3997879.109158106,664493.9819694075,664550.7252432797,3997877.433532729,3997897.0043871915
data/data/cache/mini/2021.06.03.13.55.17_veh-35_00073_00426.db,3900,4800,527.2773598280061,664428.2060130346,3998482.858807483,664426.8392123053,664431.5254889387,3998311.7631822163,3998533.885692266
data/data/cache/mini/2021.07.09.20.59.12_veh-38_01208_01692.db,3900,4800,524.3046448947149,664389.265509482,3996282.812944544,664371.8755506597,664392.5172027709,3996281.6339783333,3996283.0297077773
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04057_04438.db,2400,3300,524.2700052825429,664464.6671320605,3997777.3084520516,664464.595831904,664465.1941680524,3997754.0418827967,3997780.139970058
data/data/cache/mini/2021.06.14.16.32.09_veh-35_05038_05402.db,2700,3600,523.7750230008861,664501.3734437445,3997878.9696881184,664490.2080043583,664553.8454651929,3997877.206749586,3997899.581664873
data/data/cache/mini/2021.06.14.18.42.45_veh-12_03445_03902.db,7500,8400,523.2228736835048,664477.2500223492,3997876.1544507747,664431.9514569582,664486.8038658195,3997863.300223575,3997877.0829032804
data/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,6600,7500,520.7092603344163,664465.762155923,3998726.844724482,664462.4606252486,664466.1143868907,3998706.169946846,3998729.0085883057
data/data/cache/mini/2021.06.23.17.31.36_veh-16_00016_00377.db,1800,2700,515.2701477506353,664914.453960619,3999653.3400668376,664898.3800683917,664971.5306019121,3999641.7079431196,3999657.4995601773
data/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,6900,7800,513.815529477302,664436.1792592453,3997338.351342536,664412.9310840787,664469.3624554548,3997301.8534530774,3997479.117061802
data/data/cache/mini/2021.06.03.12.02.06_veh-35_00233_00609.db,3000,3900,510.44824209239886,664426.4774674329,3997663.728601278,664425.4823465911,664427.5182188594,3997642.9205412674,3997787.581226554
data/data/cache/mini/2021.05.12.23.36.44_veh-35_01133_01535.db,4800,5700,507.3845373141771,664409.2824429846,3997305.9840156236,664378.5054220798,664413.6229408735,3997304.4850419043,3997316.7778862943
data/data/cache/mini/2021.06.14.17.26.26_veh-38_04544_04920.db,1200,2100,506.4460226753895,664468.0890088187,3997870.5858933325,664431.1915296545,664488.5502037432,3997851.1974727274,3997877.2035076004
data/data/cache/mini/2021.06.14.16.48.02_veh-12_04057_04438.db,4800,5700,501.8455533755499,664463.7177996924,3997846.7722038925,664463.2863824614,664464.2649000029,3997833.415189925,3997853.2914273012
data/data/cache/mini/2021.06.14.16.32.09_veh-35_05038_05402.db,4500,5400,500.27010056970863,664476.9238824521,3997874.433965975,664431.2384053639,664490.2640312741,3997852.5014212374,3997877.2082708008
data/data/cache/mini/2021.06.07.18.53.26_veh-26_00005_00427.db,4200,5100,498.3008078494886,664208.7044406664,3996246.0652241707,664179.0349245424,664219.4769969326,3996242.0005764994,3996277.1609874265
data/data/cache/mini/2021.05.12.22.28.35_veh-35_00620_01164.db,2700,3600,497.4555250526526,664639.5561087257,3999235.639557501,664609.2968847004,664660.852564896,3999178.735102983,3999277.672392636
data/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,3900,4800,497.015139941729,664546.8966852421,3998999.463808724,664515.4873716241,664552.3033936208,3998920.494881566,3999012.129794206
data/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,2700,3600,495.7807653432443,664882.2350169744,3999641.7241959646,664798.7432129016,664908.7799996601,3999553.066216319,3999664.4769856385
data/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,2700,3600,495.3001995344089,664903.1240367227,3999655.200827655,664899.6269422821,664928.7554289225,3999645.0305131064,3999656.836112676
